Start date,End date,grid load [MWh] Calculated resolutions,Grid load incl. hydro pumped storage [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions_consumption,Residual load [MWh] Calculated resolutions,Biomass [MWh] Calculated resolutions,Hydropower [MWh] Calculated resolutions,Wind offshore [MWh] Calculated resolutions,Wind onshore [MWh] Calculated resolutions,Photovoltaics [MWh] Calculated resolutions,Other renewable [MWh] Calculated resolutions,Nuclear [MWh] Calculated resolutions,Lignite [MWh] Calculated resolutions,Hard coal [MWh] Calculated resolutions,Fossil gas [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions_generation,Other conventional [MWh] Calculated resolutions,Germany/Luxembourg [€/MWh] Calculated resolutions,∅ DE/LU neighbours [€/MWh] Calculated resolutions,Belgium [€/MWh] Calculated resolutions,Denmark 1 [€/MWh] Calculated resolutions,Denmark 2 [€/MWh] Calculated resolutions,France [€/MWh] Calculated resolutions,Netherlands [€/MWh] Calculated resolutions,Norway 2 [€/MWh] Calculated resolutions,Austria [€/MWh] Calculated resolutions,Poland [€/MWh] Calculated resolutions,Sweden 4 [€/MWh] Calculated resolutions,Switzerland [€/MWh] Calculated resolutions,Czech Republic [€/MWh] Calculated resolutions,DE/AT/LU [€/MWh] Calculated resolutions,Northern Italy [€/MWh] Calculated resolutions,Slovenia [€/MWh] Calculated resolutions,Hungary [€/MWh] Calculated resolutions,renewable_mwh,conventional_mwh,year,price_eur_mwh,price_diff,is_spike,total_renewables
2019-07-15,2019-07-16,1339277.5,1355463.0,16185.5,991275.75,99648.0,54783.0,56921.0,142791.75,148289.0,3916.25,,298253.25,97321.25,161490.0,20458.0,31522.5,41.56,,40.49,39.59,39.59,39.6,41.69,37.95,41.55,,39.51,40.2,45.23,,50.58,50.62,53.49,506349.0,609045.0,2019,41.56,5.950000000000003,False,506349.0
2019-07-16,2019-07-17,1381894.5,1398179.75,16285.25,961579.25,99435.0,51446.75,52606.25,183537.25,184171.75,3907.25,,308384.75,118147.5,176510.5,17693.25,31132.75,42.89,,42.91,42.87,42.89,42.9,42.94,37.5,42.9,,39.36,43.4,47.05,,46.29,45.2,52.78,575104.25,651868.75,2019,42.89,1.3299999999999983,False,575104.25
2019-07-17,2019-07-18,1358724.25,1375780.75,17056.5,1105840.5,98570.5,52790.5,4011.0,40652.75,208220.0,3849.25,,324909.5,134303.75,176580.75,22259.0,20116.25,45.88,,45.51,45.88,45.88,45.22,45.86,38.73,45.85,,44.43,45.54,50.32,,47.2,54.52,50.74,408094.0,678169.25,2019,45.88,2.990000000000002,False,408094.0
2019-07-18,2019-07-19,1362596.75,1384548.5,21951.75,1075967.0,98404.5,51303.75,22133.0,49288.0,215208.75,3833.75,,312297.75,137672.25,192773.5,20563.75,28014.25,43.93,,41.76,43.93,43.93,40.97,43.15,38.58,44.23,,42.98,43.12,51.47,,46.68,59.38,55.86,440171.75,691321.5,2019,43.93,-1.9500000000000028,False,440171.75
2019-07-19,2019-07-20,1349593.25,1368036.0,18442.75,1109006.5,98520.75,52814.75,11124.75,71682.0,157780.0,3953.5,,314794.75,144315.75,201581.75,25246.75,31873.25,44.81,,42.77,44.81,44.81,42.39,43.69,38.12,45.05,,41.95,42.63,50.15,,52.77,52.77,54.35,395875.75,717812.25,2019,44.81,0.8800000000000026,False,395875.75
2019-07-20,2019-07-21,1164608.75,1189939.0,25330.25,718899.5,97875.25,46920.5,65810.0,175806.25,204093.0,3519.25,,260663.0,68022.25,123057.25,11545.25,30692.0,35.09,,33.57,36.27,36.31,33.14,35.11,36.19,35.92,,36.19,37.13,36.17,,40.55,40.45,52.47,594024.25,493979.75,2019,35.09,-9.719999999999999,False,594024.25
2019-07-21,2019-07-22,1072463.75,1110589.5,38125.75,603098.25,98298.25,48035.5,63672.25,213027.0,192666.25,3485.0,,225069.25,59174.0,91308.25,12360.75,30627.25,31.53,,32.16,35.0,35.49,32.28,32.77,35.14,34.8,,35.12,30.33,29.9,,39.55,39.4,44.71,619184.25,418539.5,2019,31.53,-3.5600000000000023,False,619184.25
2019-07-22,2019-07-23,1343400.0,1359103.0,15703.0,983256.25,98005.0,47708.75,77669.25,84547.75,197926.75,3725.75,,300159.25,115113.25,175865.25,19783.5,24868.25,42.62,,39.78,39.35,40.03,41.8,41.06,37.24,43.26,,37.21,42.67,44.25,,51.96,51.05,53.23,509583.25,635789.5,2019,42.62,11.089999999999996,False,509583.25
2019-07-23,2019-07-24,1389924.25,1409386.0,19461.75,1075566.25,95762.25,51703.75,13655.25,53618.5,247084.25,3428.5,,322465.25,191465.5,186165.25,28311.0,23687.5,46.6,,45.69,46.57,46.57,46.07,46.03,37.74,47.23,,42.47,45.63,47.34,,52.67,51.91,59.45,465252.5,752094.5,2019,46.6,3.980000000000004,False,465252.5
2019-07-24,2019-07-25,1413216.75,1442939.75,29723.0,1031633.75,91673.0,51392.5,44155.5,95167.0,242260.5,3278.75,,314153.0,202255.0,190499.0,31679.75,24141.75,50.64,,48.48,50.64,50.64,52.93,49.35,38.52,51.48,,49.74,48.06,51.89,,58.95,58.28,59.0,527927.25,762728.5,2019,50.64,4.039999999999999,False,527927.25
2019-07-25,2019-07-26,1425645.25,1453782.5,28137.25,1037227.25,91419.75,51233.5,27865.75,127036.5,233515.75,3100.0,,311021.0,216292.75,197915.75,24514.25,31287.25,50.23,,49.23,50.23,50.23,50.26,50.06,39.18,50.32,,49.22,50.75,53.56,,61.0,58.0,61.58,534171.25,781031.0,2019,50.23,-0.4100000000000037,False,534171.25
2019-07-26,2019-07-27,1414119.25,1438340.75,24221.5,834022.5,93472.5,49976.5,91388.5,262171.25,226537.0,3075.5,,298806.5,137418.25,174066.75,24199.0,30342.0,44.5,,45.63,44.5,44.5,46.8,45.21,38.7,46.99,,42.56,45.21,47.11,,61.64,61.79,64.04,726621.25,664832.5,2019,44.5,-5.729999999999997,False,726621.25
2019-07-27,2019-07-28,1201889.0,1221526.5,19637.5,596951.75,93021.75,49124.0,111466.75,315716.25,177754.25,3118.75,,220764.25,34311.75,122761.25,9624.25,30832.5,36.16,,36.19,36.16,36.49,36.26,36.14,36.97,36.77,,36.97,35.85,36.66,,48.33,48.21,54.84,750201.75,418294.0,2019,36.16,-8.340000000000003,False,750201.75
2019-07-28,2019-07-29,1089902.0,1122988.25,33086.25,719906.75,95473.25,49076.25,71761.75,161779.75,136453.75,3177.5,,220375.5,31252.5,104287.0,10993.75,30078.75,32.09,,31.29,34.74,35.0,31.64,32.54,35.4,32.09,,35.4,34.33,34.87,,36.23,36.96,43.37,517722.25,396987.5,2019,32.09,-4.069999999999993,False,517722.25
2019-07-29,2019-07-30,1342455.5,1352477.0,10021.5,1097800.25,95932.5,53533.0,10764.75,95148.75,138741.75,3661.25,,274394.75,124304.75,184672.75,25805.25,30800.75,45.5,,40.69,45.71,45.81,40.38,43.54,39.24,46.15,,45.15,40.31,43.88,,47.83,48.96,62.88,397782.0,639978.25,2019,45.5,13.409999999999997,False,397782.0
2019-07-30,2019-07-31,1384790.25,1406510.5,21720.25,1131238.25,96045.0,55863.75,11725.0,67239.25,174587.75,3750.5,,289350.5,141910.0,193467.0,16919.75,31100.25,44.53,,30.0,44.53,44.53,31.97,43.17,39.93,43.38,,42.68,40.94,44.09,,48.39,47.99,58.26,409211.25,672747.5,2019,44.53,-0.9699999999999989,False,409211.25
2019-07-31,2019-08-01,1377597.0,1407382.25,29785.25,1088952.75,96584.25,53977.25,34037.25,118458.25,136148.75,3814.25,,294158.75,126421.25,191889.5,15614.0,30351.0,48.47,,33.07,48.47,48.47,31.79,41.02,39.02,49.73,,46.41,39.1,43.21,,53.54,54.37,63.7,443020.0,658434.5,2019,48.47,3.9399999999999977,False,443020.0
2019-08-01,2019-08-02,1345456.5,1364238.25,18781.75,1087962.0,97222.75,53553.25,20550.5,44444.25,192499.75,3821.75,,322723.75,120930.25,199177.25,22563.5,31973.0,44.66,,42.24,44.86,44.9,42.0,43.78,39.61,44.63,,43.83,39.25,46.27,,49.99,50.35,73.88,412092.25,697367.75,2019,44.66,-3.8100000000000023,False,412092.25
2019-08-02,2019-08-03,1318386.5,1334229.75,15843.25,1097504.75,97620.5,54974.0,14957.75,43011.5,162912.5,3854.0,,328149.75,119873.5,199869.75,18767.75,36480.0,43.7,,41.25,43.7,43.7,41.31,42.64,40.01,44.02,,42.57,40.97,43.9,,45.32,45.62,74.54,377330.25,703140.75,2019,43.7,-0.9599999999999937,False,377330.25
2019-08-03,2019-08-04,1117086.75,1141347.25,24260.5,859149.0,98746.75,50965.0,21300.0,76898.0,159739.75,3683.75,,280341.5,62948.75,148066.25,8297.0,33000.25,36.37,,34.96,39.26,39.26,35.13,36.52,39.04,36.53,,39.17,37.32,37.44,,41.83,41.82,52.21,411333.25,532653.75,2019,36.37,-7.330000000000005,False,411333.25
2019-08-04,2019-08-05,1024125.0,1059969.0,35844.0,761461.25,97950.75,48409.5,10858.75,43311.0,208494.0,3586.5,,227334.5,61594.75,113762.75,10797.75,31424.0,35.15,,34.43,39.84,39.89,34.06,35.25,39.1,34.99,,39.39,34.69,34.08,,38.67,36.7,41.33,412610.5,444913.75,2019,35.15,-1.2199999999999989,False,412610.5
2019-08-05,2019-08-06,1282587.75,1294868.5,12280.75,1035096.5,97788.5,48697.5,17064.0,87132.25,143295.0,3650.25,,294932.0,118392.0,178811.5,22384.0,40145.25,46.28,,38.7,46.49,46.52,36.63,42.17,40.14,47.13,,44.31,40.2,45.1,,46.85,48.94,56.53,397627.5,654664.75,2019,46.28,11.130000000000003,False,397627.5
2019-08-06,2019-08-07,1337817.75,1360546.25,22728.5,1014783.5,97408.0,51387.0,31973.0,126168.0,164893.25,3478.75,,312942.75,115480.75,196944.75,16777.25,39399.75,42.06,,41.13,42.5,42.6,41.19,41.99,39.9,42.09,,40.56,39.9,42.19,,46.04,56.65,59.65,475308.0,681545.25,2019,42.06,-4.219999999999999,False,475308.0
2019-08-07,2019-08-08,1345172.25,1361419.25,16247.0,1044447.75,96886.5,52274.75,49612.25,144292.75,106819.5,3643.5,,316187.0,113760.5,198195.75,15723.0,36520.5,40.87,,37.39,40.98,41.09,36.47,38.9,39.18,41.39,,41.02,40.35,42.2,,50.08,52.4,56.83,453529.25,680386.75,2019,40.87,-1.1900000000000048,False,453529.25
2019-08-08,2019-08-09,1360680.0,1386945.5,26265.5,826960.5,96869.0,54102.75,76008.75,260286.5,197424.25,3569.75,,238103.75,58614.5,155727.0,19982.5,25760.0,34.72,,33.77,38.49,39.11,33.39,34.22,37.49,34.8,,38.92,34.47,38.78,,46.2,46.68,47.52,688261.0,498187.75,2019,34.72,-6.149999999999999,False,688261.0
2019-08-09,2019-08-10,1343994.25,1354300.75,10306.5,991207.25,95483.75,55725.5,57379.25,126913.5,168494.25,3846.0,,274404.25,91618.5,196889.0,24606.5,40082.0,38.69,,31.27,39.57,39.91,29.02,37.74,37.14,38.89,,39.44,33.8,39.0,,44.06,55.93,56.99,507842.25,627600.25,2019,38.69,3.969999999999999,False,507842.25
2019-08-10,2019-08-11,1189852.5,1223151.0,33298.5,453961.25,93565.5,53124.25,107583.5,497589.0,130718.75,3559.0,,123924.5,39888.0,62389.25,17782.5,37176.0,12.44,,8.32,14.23,34.12,14.03,27.25,34.12,29.46,,34.12,16.16,36.87,,42.16,40.24,55.09,886140.0,281160.25,2019,12.44,-26.25,False,886140.0
2019-08-11,2019-08-12,1080844.75,1120385.0,39540.25,473709.0,95130.25,49695.25,124476.75,278698.0,203961.0,3530.75,,134068.75,41144.5,68255.75,17156.25,40089.5,14.35,,15.47,13.31,28.77,20.13,28.26,28.76,21.75,,28.54,19.04,24.47,,43.47,38.53,45.37,755492.0,300714.75,2019,14.35,1.9100000000000001,False,755492.0
2019-08-12,2019-08-13,1318095.25,1339500.75,21405.5,915220.75,95498.75,53034.25,85991.5,184853.0,132030.0,3763.0,,230438.0,87040.0,173994.0,21784.5,40947.0,41.24,,35.37,41.24,41.95,32.58,39.5,35.88,41.06,,38.78,32.32,39.79,,49.04,63.11,61.46,555170.5,554203.5,2019,41.24,26.89,False,555170.5
2019-08-13,2019-08-14,1346463.0,1375107.25,28644.25,928854.0,94755.75,56484.75,35284.0,221621.0,160704.0,3598.5,,223058.0,83631.5,184557.5,17628.0,39156.0,38.04,,34.96,39.46,39.57,33.65,37.93,36.17,37.62,,39.11,33.76,39.92,,42.8,75.03,63.5,572448.0,548031.0,2019,38.04,-3.200000000000003,False,572448.0
2019-08-14,2019-08-15,1327751.25,1347863.5,20112.25,954955.75,95037.25,57532.25,51166.5,121322.0,200307.0,3581.0,,209561.5,83894.75,177633.0,27444.0,39348.75,38.77,,34.43,39.48,39.55,31.89,37.63,34.41,37.6,,39.02,31.49,42.25,,37.93,42.97,56.16,528946.0,537882.0,2019,38.77,0.730000000000004,False,528946.0
2019-08-15,2019-08-16,1330139.0,1364196.25,34057.25,825427.0,94233.5,54185.5,84103.25,309922.25,110686.5,3576.25,,193872.75,62421.75,123425.0,13663.0,38960.75,30.5,,22.44,32.6,34.18,23.83,32.58,32.59,30.65,,34.1,27.64,30.64,,32.73,45.41,39.36,656707.25,432343.25,2019,30.5,-8.270000000000003,False,656707.25
2019-08-16,2019-08-17,1295121.25,1313270.75,18149.5,896403.5,97956.0,55286.25,58251.5,156596.0,183870.25,3659.5,,223049.0,48094.75,145939.25,26836.5,40225.5,35.69,,32.86,36.6,37.26,31.29,35.5,33.26,35.39,,36.21,29.13,35.12,,35.14,48.97,46.26,555619.5,484145.0,2019,35.69,5.189999999999998,False,555619.5
2019-08-17,2019-08-18,1147099.5,1180055.75,32956.25,633988.0,102317.75,52080.0,81321.0,334316.25,97474.25,3588.75,,166538.25,23583.25,74926.25,24289.25,38198.0,26.22,,23.43,26.22,30.15,24.13,27.2,29.62,26.37,,29.71,25.19,28.59,,36.16,49.14,47.81,671098.0,327535.0,2019,26.22,-9.469999999999999,False,671098.0
2019-08-18,2019-08-19,1054115.5,1097609.5,43494.0,623551.5,102170.0,49492.25,54902.75,221006.25,154655.0,3426.0,,170079.25,25784.0,70415.25,10667.25,35977.5,27.68,,19.02,33.27,33.4,22.75,31.63,33.21,28.05,,33.35,25.39,29.41,,35.58,42.27,44.8,585652.25,312923.25,2019,27.68,1.4600000000000009,False,585652.25
2019-08-19,2019-08-20,1334708.25,1357118.75,22410.5,871920.75,101976.0,50808.5,89079.5,213906.75,159801.25,3437.0,,218304.0,52977.5,147554.0,25074.0,36646.0,34.43,,31.39,34.4,36.24,31.12,33.81,33.25,35.96,,35.25,32.99,41.86,,43.88,49.49,50.32,619009.0,480555.5,2019,34.43,6.75,False,619009.0
2019-08-20,2019-08-21,1340286.25,1363808.75,23522.5,1085045.75,102226.75,56983.25,46559.0,99895.25,108786.25,3464.75,,286651.25,82446.0,185293.0,32591.5,33746.75,39.8,,36.73,39.8,39.8,34.6,39.39,34.52,39.81,,38.02,35.99,47.31,,41.98,56.4,53.14,417915.25,620728.5,2019,39.8,5.369999999999997,False,417915.25
2019-08-21,2019-08-22,1327486.25,1356455.25,28969.0,1052142.25,102194.25,58241.0,23655.25,53384.0,198304.75,3472.5,,293731.5,86938.0,177241.75,30787.25,34030.0,41.68,,36.99,42.04,42.05,34.03,41.18,34.16,41.43,,41.34,34.22,40.07,,42.51,52.8,56.89,439251.75,622728.5,2019,41.68,1.8800000000000026,False,439251.75
2019-08-22,2019-08-23,1331355.75,1361823.75,30468.0,970484.25,102155.0,60917.25,57937.75,88210.5,214723.25,3454.75,,274364.25,80494.5,157900.5,24414.5,33024.25,36.31,,34.46,36.32,37.91,33.29,36.05,32.71,36.74,,37.43,32.28,41.03,,41.17,51.36,53.48,527398.5,570198.0,2019,36.31,-5.369999999999997,False,527398.5
2019-08-23,2019-08-24,1315223.25,1335789.5,20566.25,1008224.0,102213.0,59647.0,26844.0,69479.25,210676.0,3429.75,,292817.25,93186.0,155369.5,26666.5,33314.5,37.32,,33.24,37.28,38.25,31.31,36.89,32.31,37.01,,37.68,33.08,46.38,,42.43,50.65,55.19,472289.0,601353.75,2019,37.32,1.009999999999998,False,472289.0
2019-08-24,2019-08-25,1132743.25,1158211.0,25467.75,764112.0,100745.0,56215.75,35670.5,124261.25,208699.5,3286.0,,240804.25,48787.0,100098.25,19063.0,31739.0,32.29,,31.65,34.87,34.87,31.26,32.24,31.91,32.46,,34.79,29.03,31.69,,38.95,38.95,51.97,528878.0,440491.5,2019,32.29,-5.030000000000001,False,528878.0
2019-08-25,2019-08-26,1056819.25,1092845.5,36026.25,720756.0,98448.75,54433.0,26644.75,110526.75,198891.75,3195.75,,220336.25,61288.25,96412.25,18432.25,32470.5,30.64,,29.15,34.56,34.56,28.5,31.43,32.12,30.64,,33.24,28.69,30.49,,38.61,36.58,43.5,492140.75,428939.5,2019,30.64,-1.6499999999999986,False,492140.75
2019-08-26,2019-08-27,1362267.0,1384965.25,22698.25,1092899.5,97108.75,58284.0,7111.75,68839.5,193416.25,3517.25,,296428.25,167158.75,169084.25,38854.5,33846.25,45.66,,42.46,45.7,45.7,40.42,45.13,34.12,45.67,,44.82,37.22,47.56,,49.86,71.98,65.22,428277.5,705372.0,2019,45.66,15.019999999999996,False,428277.5
2019-08-27,2019-08-28,1421446.25,1454948.25,33502.0,1134276.75,96436.75,60533.0,23336.5,73815.75,190017.25,3790.5,,308057.75,206471.25,199266.75,38317.75,36144.25,46.42,,45.84,46.42,46.42,45.49,46.32,35.01,46.42,,45.42,43.36,49.01,,59.29,84.66,85.93,447929.75,788257.75,2019,46.42,0.7600000000000051,False,447929.75
2019-08-28,2019-08-29,1430407.75,1464043.75,33636.0,1158579.75,97318.75,54810.5,14911.0,86056.25,170860.75,3653.5,,309792.25,205255.75,196926.25,26660.5,36274.5,50.82,,47.73,50.82,50.82,46.8,50.42,33.93,50.83,,48.86,45.6,49.94,,68.59,77.9,97.04,427610.75,774909.25,2019,50.82,4.399999999999999,False,427610.75
2019-08-29,2019-08-30,1404336.0,1432631.0,28295.0,1158145.0,98134.0,53228.25,21647.5,77284.75,147258.75,3682.5,,335759.0,203838.0,199330.25,26162.5,37449.0,44.49,,43.24,44.53,44.53,42.68,44.04,32.45,44.5,,43.1,43.07,48.89,,64.05,99.01,83.64,401235.75,802538.75,2019,44.49,-6.329999999999998,False,401235.75
2019-08-30,2019-08-31,1366225.25,1394655.5,28430.25,1114273.0,98975.0,50015.5,36004.75,25767.5,190180.0,3613.0,,349678.0,165291.5,191295.25,23791.25,37852.25,41.34,,39.53,41.34,41.62,39.94,40.15,30.95,41.39,,40.74,39.16,49.22,,58.29,86.45,77.89,404555.75,767908.25,2019,41.34,-3.1499999999999986,False,404555.75
2019-08-31,2019-09-01,1162161.75,1186428.75,24267.0,818028.0,95901.25,46467.25,28170.75,110797.25,205165.75,3412.75,,267140.25,57690.5,116952.75,12914.5,33097.5,33.66,,31.59,33.66,35.59,32.26,32.95,29.52,33.67,,35.05,34.3,34.15,,48.64,55.26,65.85,489915.0,487795.5,2019,33.66,-7.680000000000007,False,489915.0
2019-09-01,2019-09-02,1071957.25,1112921.75,40964.5,669101.5,92131.75,42906.75,61496.5,205370.5,135988.75,3343.0,,218809.0,52197.5,111893.25,7590.0,33373.5,30.11,,30.07,30.73,32.4,30.09,30.11,29.61,30.11,,32.28,29.46,31.15,,48.38,59.38,55.67,541237.25,423863.25,2019,30.11,-3.549999999999997,False,541237.25
2019-09-02,2019-09-03,1327201.0,1346838.75,19637.75,963103.75,94809.75,48449.25,68738.0,137366.25,157993.0,3581.0,,275801.25,100424.75,173879.5,22061.0,34090.25,39.17,,38.43,39.17,39.64,38.35,38.73,30.8,39.04,,39.62,38.54,46.52,,60.22,133.18,106.94,510937.25,606256.75,2019,39.17,9.060000000000002,False,510937.25
2019-09-03,2019-09-04,1378854.5,1411746.0,32891.5,882619.75,99384.25,52293.0,112342.75,220395.25,163496.75,3621.5,,270805.5,83420.0,184595.0,21551.5,36912.0,35.4,,35.56,35.4,39.49,36.39,35.43,31.76,35.83,,39.49,36.95,37.57,,52.6,53.58,65.13,651533.5,597284.0,2019,35.4,-3.770000000000003,False,651533.5
2019-09-04,2019-09-05,1373421.0,1402548.0,29127.0,883697.0,99174.75,50048.75,83653.0,216371.0,189700.0,3544.25,,246949.0,71569.0,186008.0,26793.5,36016.5,34.01,,32.77,34.01,42.43,33.08,33.79,31.48,34.08,,42.43,32.43,35.67,,48.7,50.04,48.8,642491.75,567336.0,2019,34.01,-1.3900000000000006,False,642491.75
2019-09-05,2019-09-06,1409526.25,1439407.0,29880.75,821327.5,99586.0,46107.75,101960.0,365998.75,120240.0,3630.0,,228566.25,57701.5,168534.0,16160.75,35369.5,31.72,,30.41,30.16,34.18,32.62,31.29,30.04,34.2,,34.32,30.61,35.2,,51.56,73.34,67.87,737522.5,506332.0,2019,31.72,-2.289999999999999,False,737522.5
2019-09-06,2019-09-07,1361783.75,1389719.0,27935.25,896223.0,103226.75,49267.5,105638.25,207692.5,152230.0,3692.75,,230987.75,51567.25,178706.5,26232.25,28406.5,32.45,,30.29,31.94,33.96,32.15,32.16,29.72,32.56,,33.69,33.96,42.3,,51.6,51.79,60.04,621747.75,515900.25,2019,32.45,0.730000000000004,False,621747.75
2019-09-07,2019-09-08,1141407.5,1162263.25,20855.75,935534.25,104512.25,50143.5,39777.5,74985.75,91110.0,3508.75,,247907.5,46693.0,144037.0,13313.25,34505.25,35.94,,30.0,35.94,36.12,32.77,35.83,29.9,35.64,,35.89,33.4,35.92,,41.13,45.55,51.07,364037.75,486456.0,2019,35.94,3.489999999999995,False,364037.75
2019-09-08,2019-09-09,1054518.0,1083888.0,29370.0,923411.5,103239.75,50638.75,16949.0,23200.25,90957.25,3494.75,,262231.25,63222.25,139910.0,18301.5,34879.0,36.87,,25.91,36.87,37.48,31.1,37.13,31.39,36.7,,36.83,34.56,34.59,,37.72,40.35,41.56,288479.75,518544.0,2019,36.87,0.9299999999999997,False,288479.75
2019-09-09,2019-09-10,1345338.5,1372102.5,26764.0,1163434.0,98829.75,57554.5,8766.75,101409.25,71728.5,4018.0,,297901.25,144827.0,177322.0,24968.25,35136.0,45.51,,42.6,45.51,45.58,42.82,45.36,32.59,45.02,,45.37,40.97,48.59,,44.14,46.15,52.54,342306.75,680154.5,2019,45.51,8.64,False,342306.75
2019-09-10,2019-09-11,1390743.25,1417166.25,26423.0,930897.5,97351.25,53067.5,50049.0,241185.0,168611.75,4131.0,,283366.5,61964.5,156104.75,20356.75,31277.25,36.82,,35.97,36.82,37.7,35.6,36.62,31.68,36.77,,37.46,37.08,37.21,,50.29,53.78,52.3,614395.5,553069.75,2019,36.82,-8.689999999999998,False,614395.5
2019-09-11,2019-09-12,1409536.75,1437474.0,27937.25,893137.75,97714.25,51294.25,86837.25,264047.0,165514.75,3940.25,,269934.75,64524.25,148093.25,19475.25,32358.75,33.93,,32.84,33.93,34.81,32.79,33.45,29.64,34.06,,33.87,34.62,36.18,,47.71,50.95,53.47,669347.75,534386.25,2019,33.93,-2.8900000000000006,False,669347.75
2019-09-12,2019-09-13,1407702.75,1431243.5,23540.75,975060.5,98530.25,52996.25,87981.25,209555.25,135105.75,3953.5,,282409.0,72313.0,180891.75,25556.0,34107.75,37.78,,36.94,37.75,37.75,37.39,37.73,29.38,37.72,,34.47,38.76,38.98,,47.83,50.11,54.54,588122.25,595277.5,2019,37.78,3.8500000000000014,False,588122.25
2019-09-13,2019-09-14,1401072.25,1427854.0,26781.75,926487.25,97818.0,51021.25,86445.0,258533.25,129606.75,4003.5,,263043.75,64775.5,185160.0,23473.25,35533.5,39.02,,38.6,35.32,37.76,38.84,39.03,29.53,38.97,,33.41,36.67,38.94,,47.61,48.77,46.56,627427.75,571986.0,2019,39.02,1.240000000000002,False,627427.75
2019-09-14,2019-09-15,1158039.5,1179255.25,21215.75,865817.0,97856.75,47451.5,44853.75,64704.75,182664.0,4050.25,,237133.0,65590.0,151089.25,18493.25,35148.0,36.2,,35.22,30.24,34.39,34.5,36.14,28.03,36.16,,30.75,36.89,36.68,,42.83,42.83,48.76,441581.0,507453.5,2019,36.2,-2.8200000000000003,False,441581.0
2019-09-15,2019-09-16,1109685.0,1155903.0,46218.0,511036.75,97232.25,40694.75,108790.5,314061.25,175796.5,3608.5,,173432.75,40986.25,89241.5,9378.0,34147.25,23.76,,28.62,18.44,23.55,28.29,31.75,21.59,32.15,,23.55,26.81,28.37,,42.47,39.49,40.44,740183.75,347185.75,2019,23.76,-12.440000000000001,False,740183.75
2019-09-16,2019-09-17,1378559.5,1390945.0,12385.5,1079161.75,97216.0,47785.5,66611.75,131419.75,101366.25,3909.5,,272569.25,143122.5,191160.25,30787.25,34941.5,47.15,,46.79,34.01,35.08,47.0,46.94,25.67,47.19,,34.61,43.64,44.74,,52.62,59.19,59.78,448308.75,672580.75,2019,47.15,23.389999999999997,False,448308.75
2019-09-17,2019-09-18,1446150.5,1481893.5,35743.0,763406.5,95718.5,43103.5,101016.0,461342.5,120385.5,4084.0,,228312.5,85252.0,150365.5,15158.75,31161.25,33.87,,38.94,31.34,35.63,42.75,35.07,28.83,42.4,,36.16,40.45,46.03,,49.82,48.57,56.96,825650.0,510250.0,2019,33.87,-13.280000000000001,False,825650.0
2019-09-18,2019-09-19,1422452.25,1454213.75,31761.5,793733.5,98231.0,39002.5,114592.75,344739.75,169386.25,4309.0,,252639.5,99390.75,173079.5,19633.0,33912.5,36.48,,36.74,36.36,39.28,39.06,36.91,28.35,39.98,,38.6,43.23,37.9,,56.64,55.54,49.57,770261.25,578655.25,2019,36.48,2.6099999999999994,False,770261.25
2019-09-19,2019-09-20,1383852.0,1402280.25,18428.25,1010661.0,98529.75,38455.25,36102.25,161324.0,175764.75,4238.5,,327994.25,140342.5,208276.5,20408.75,34928.5,43.78,,43.14,43.78,43.78,42.83,43.65,29.1,44.78,,42.63,44.09,46.65,,61.77,53.42,53.4,514414.5,731950.5,2019,43.78,7.300000000000004,False,514414.5
2019-09-20,2019-09-21,1359178.75,1380531.25,21352.5,1069256.0,94630.75,37576.0,19707.0,99776.25,170439.5,4333.0,,327686.0,131821.25,213294.75,22617.5,36488.5,42.7,,37.38,42.1,42.68,40.28,40.73,29.22,46.13,,42.11,44.58,47.35,,53.85,53.85,51.51,426462.5,731908.0,2019,42.7,-1.0799999999999983,False,426462.5
2019-09-21,2019-09-22,1151972.0,1178488.5,26516.5,794323.75,92170.75,33545.0,21146.5,144794.25,191707.5,4328.25,,270995.75,52501.75,149268.25,16015.25,35863.0,34.65,,26.95,34.62,35.92,28.84,32.14,29.93,36.4,,34.91,35.61,33.97,,43.34,44.79,47.0,487692.25,524644.0,2019,34.65,-8.050000000000004,False,487692.25
2019-09-22,2019-09-23,1070983.0,1106141.0,35158.0,675486.0,94498.75,31846.0,48740.75,188045.0,158711.25,4202.0,,258002.5,51967.75,131544.25,12725.5,35933.0,29.64,,24.81,30.35,33.36,27.46,29.95,29.42,29.64,,33.17,30.98,31.37,,46.18,46.18,43.38,526043.75,490173.0,2019,29.64,-5.009999999999998,False,526043.75
2019-09-23,2019-09-24,1390845.0,1408690.0,17845.0,1123429.75,94046.25,35554.25,44141.0,145184.0,78090.25,4213.75,,319071.0,134670.5,196581.25,29214.5,35996.5,44.13,,40.15,42.18,42.6,41.74,41.86,30.69,44.88,,42.02,44.99,46.68,,53.24,57.49,57.85,401229.5,715533.75,2019,44.13,14.490000000000002,False,401229.5
2019-09-24,2019-09-25,1402773.0,1429904.0,27131.0,1171351.0,93311.0,43268.5,49023.75,83090.0,99308.25,4221.75,,333843.25,159576.5,216396.5,21506.0,38563.75,47.44,,34.63,47.44,47.44,40.25,43.9,31.98,48.2,,47.16,44.47,47.17,,56.41,56.75,62.31,372223.25,769886.0,2019,47.44,3.309999999999995,False,372223.25
