Start date,End date,grid load [MWh] Calculated resolutions,Grid load incl. hydro pumped storage [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions_consumption,Residual load [MWh] Calculated resolutions,Biomass [MWh] Calculated resolutions,Hydropower [MWh] Calculated resolutions,Wind offshore [MWh] Calculated resolutions,Wind onshore [MWh] Calculated resolutions,Photovoltaics [MWh] Calculated resolutions,Other renewable [MWh] Calculated resolutions,Nuclear [MWh] Calculated resolutions,Lignite [MWh] Calculated resolutions,Hard coal [MWh] Calculated resolutions,Fossil gas [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions_generation,Other conventional [MWh] Calculated resolutions,Germany/Luxembourg [€/MWh] Calculated resolutions,∅ DE/LU neighbours [€/MWh] Calculated resolutions,Belgium [€/MWh] Calculated resolutions,Denmark 1 [€/MWh] Calculated resolutions,Denmark 2 [€/MWh] Calculated resolutions,France [€/MWh] Calculated resolutions,Netherlands [€/MWh] Calculated resolutions,Norway 2 [€/MWh] Calculated resolutions,Austria [€/MWh] Calculated resolutions,Poland [€/MWh] Calculated resolutions,Sweden 4 [€/MWh] Calculated resolutions,Switzerland [€/MWh] Calculated resolutions,Czech Republic [€/MWh] Calculated resolutions,DE/AT/LU [€/MWh] Calculated resolutions,Northern Italy [€/MWh] Calculated resolutions,Slovenia [€/MWh] Calculated resolutions,Hungary [€/MWh] Calculated resolutions,renewable_mwh,conventional_mwh,year,price_eur_mwh,price_diff,is_spike,total_renewables
2019-01-01,2019-01-02,1097118.75,1150739.75,53621.0,277981.25,112992.5,35547.25,54910.5,754514.0,9713.0,3145.5,,121568.75,62157.25,68598.0,16199.25,39042.0,-4.3,,61.63,-3.93,-3.93,41.24,52.96,48.74,15.07,,22.58,43.05,11.55,,43.96,36.55,46.03,970822.75,307565.25,2019,-4.3,,False,970822.75
2019-01-02,2019-01-03,1388494.25,1424715.5,36221.25,669048.5,113444.0,33866.25,76078.25,613359.75,30007.75,3096.0,,219818.25,132438.25,108567.0,18694.0,39226.75,25.92,,58.44,27.23,27.23,54.27,55.67,50.98,35.5,,42.65,58.19,38.05,,58.86,52.98,50.74,869852.0,518744.25,2019,25.92,30.220000000000002,False,869852.0
2019-01-03,2019-01-04,1466308.25,1490488.0,24179.75,1150431.75,114457.5,34020.25,63945.75,229928.25,22002.5,3140.25,,337891.25,289076.0,197938.75,32604.75,40233.0,57.72,,61.99,56.61,56.67,61.25,62.42,57.06,59.35,,57.11,62.31,59.02,,61.43,61.43,73.77,467494.5,897743.75,2019,57.72,31.799999999999997,False,467494.5
2019-01-04,2019-01-05,1486876.25,1512694.0,25817.75,948617.25,115086.0,34982.75,88136.5,440768.75,9353.75,3069.25,,357775.25,199299.25,167920.0,20644.0,40789.75,49.91,,68.07,49.57,49.79,64.93,63.3,51.08,53.95,,51.07,63.26,53.26,,66.3,66.3,79.44,691397.0,786428.25,2019,49.91,-7.810000000000002,False,691397.0
2019-01-05,2019-01-06,1315755.0,1363757.75,48002.75,700158.25,114735.5,33818.5,88862.0,520153.25,6581.5,3120.5,,312910.0,130985.5,131458.5,15863.75,40477.25,42.18,,62.64,43.59,44.02,62.66,57.35,50.72,52.53,,51.1,60.18,43.48,,67.43,63.44,60.39,767271.25,631695.0,2019,42.18,-7.729999999999997,False,767271.25
2019-01-06,2019-01-07,1207037.75,1236508.75,29471.0,942618.0,114317.5,34206.25,64607.75,188282.5,11529.5,3131.25,,366325.5,205744.75,155988.75,21144.25,41381.25,54.55,,55.37,51.12,52.06,55.61,54.71,51.17,54.92,,51.97,59.06,52.08,,57.9,55.67,58.0,416074.75,790584.5,2019,54.55,12.369999999999997,False,416074.75
2019-01-07,2019-01-08,1525289.0,1557899.5,32610.5,1074073.25,114142.75,38885.75,70655.0,370451.25,10109.5,3134.25,,352249.25,262462.5,191267.5,37784.25,39138.25,51.81,,58.28,48.16,53.7,62.78,57.38,52.02,61.48,,56.21,64.23,61.68,,69.1,66.08,65.77,607378.5,882901.75,2019,51.81,-2.739999999999995,False,607378.5
2019-01-08,2019-01-09,1605658.75,1651766.5,46107.75,627897.5,112531.5,37517.75,88442.75,876358.25,12960.25,3316.25,,213969.0,104702.75,126231.0,19453.5,39777.5,34.5,,52.22,34.5,34.5,57.8,50.25,49.63,53.37,,49.5,59.18,56.29,,75.67,69.01,77.13,1131126.75,504133.75,2019,34.5,-17.310000000000002,False,1131126.75
2019-01-09,2019-01-10,1625614.0,1657539.25,31925.25,834090.75,113196.25,36859.5,108285.0,670693.0,12545.25,3315.25,,272120.5,181274.0,156652.0,21548.0,40186.25,40.0,,54.82,40.18,40.18,57.76,53.69,50.47,56.57,,50.07,61.58,57.36,,70.35,75.43,75.78,944894.25,671780.75,2019,40.0,5.5,False,944894.25
2019-01-10,2019-01-11,1583216.0,1612677.75,29461.75,1388271.5,115184.75,45808.0,23505.0,160756.75,10682.75,4187.5,,342333.5,355936.25,245905.75,43601.25,44576.5,67.67,,68.35,59.59,67.92,69.23,67.96,59.59,68.92,,64.64,68.14,67.56,,71.47,70.19,89.78,360124.75,1032353.25,2019,67.67,27.67,False,360124.75
2019-01-11,2019-01-12,1609084.0,1640853.0,31769.0,1110361.25,115867.0,38592.0,102615.75,390953.5,5153.5,5024.5,,344894.5,285271.5,215405.0,25882.5,42841.0,49.92,,59.8,48.9,50.47,65.34,52.71,49.88,56.77,,49.49,65.6,58.15,,68.5,66.3,76.1,658206.25,914294.5,2019,49.92,-17.75,False,658206.25
2019-01-12,2019-01-13,1371654.25,1402942.25,31288.0,641783.25,115806.5,34360.0,106132.25,616996.0,6742.75,5068.0,,260743.75,119866.75,127826.5,18268.25,41405.25,40.8,,55.75,48.24,48.24,53.54,51.0,49.62,44.63,,48.24,58.13,47.39,,65.33,67.08,69.42,885105.5,568110.5,2019,40.8,-9.120000000000005,False,885105.5
2019-01-13,2019-01-14,1280320.5,1317869.25,37548.75,371505.75,113867.5,36143.0,108163.25,794761.75,5889.75,4169.0,,131513.25,60603.0,79957.25,9367.0,37633.25,15.1,,44.01,32.77,38.62,46.28,46.48,49.31,40.49,,47.95,49.35,39.4,,65.68,60.13,66.58,1062994.25,319073.75,2019,15.1,-25.699999999999996,False,1062994.25
2019-01-14,2019-01-15,1566660.25,1597398.75,30738.5,701196.75,113232.5,44538.25,102841.25,738158.0,24464.25,4891.5,,196417.0,140757.75,144775.5,30306.0,38574.5,32.61,,56.07,32.61,34.86,56.65,54.95,49.76,38.35,,43.9,59.01,47.7,,64.96,82.9,86.86,1028125.75,550830.75,2019,32.61,17.509999999999998,False,1028125.75
2019-01-15,2019-01-16,1607072.25,1646958.25,39886.0,763000.0,112969.25,42202.0,84224.75,745239.0,14608.5,4914.0,,253638.5,179439.75,163415.75,27236.0,38843.25,45.45,,55.8,50.13,50.34,60.94,51.21,51.88,49.64,,50.34,63.64,49.66,,71.49,73.62,97.63,1004157.5,662573.25,2019,45.45,12.840000000000003,False,1004157.5
2019-01-16,2019-01-17,1607242.0,1648165.5,40923.5,846419.0,114047.75,37982.0,107190.5,623314.5,30318.0,4924.5,,292088.5,163175.25,176604.0,27835.5,38422.5,45.2,,53.84,51.67,52.15,62.7,51.08,52.08,49.97,,52.15,62.51,47.8,,72.41,83.31,88.76,917777.25,698125.75,2019,45.2,-0.25,False,917777.25
2019-01-17,2019-01-18,1624894.0,1663749.25,38855.25,857060.5,113801.25,36388.25,116248.5,631984.75,19600.25,5039.25,,317569.25,186963.0,161749.25,14797.5,37965.5,42.84,,56.56,50.49,50.49,61.56,56.24,52.96,51.19,,52.25,63.26,47.72,,69.0,73.29,91.21,923062.25,719044.5,2019,42.84,-2.3599999999999994,False,923062.25
2019-01-18,2019-01-19,1561664.0,1578606.25,16942.25,1260207.25,113704.0,42608.5,31197.75,223717.0,46542.0,5064.25,,379765.0,343595.75,225217.75,37576.25,36459.5,61.73,,64.91,61.17,61.79,66.68,63.45,61.17,63.4,,61.76,67.02,63.45,,70.77,83.84,80.2,462833.5,1022614.25,2019,61.73,18.889999999999993,False,462833.5
2019-01-19,2019-01-20,1362419.0,1400388.0,37969.0,1164215.0,115513.5,38723.0,28177.75,107671.75,62354.5,5036.5,,367197.5,348600.5,180884.25,12124.75,37072.5,55.39,,59.49,54.98,55.29,63.87,58.71,55.1,62.75,,55.27,62.82,57.2,,67.37,66.79,78.14,357477.0,945879.5,2019,55.39,-6.339999999999996,False,357477.0
2019-01-20,2019-01-21,1279862.75,1301524.75,21662.0,1164890.25,115638.0,36720.0,9805.75,52524.75,52642.0,4882.0,,364172.25,340575.5,185884.0,15539.75,36058.75,53.89,,58.2,55.05,55.09,61.54,57.19,55.35,61.04,,55.05,60.61,56.37,,65.28,64.68,62.07,272212.5,942230.25,2019,53.89,-1.5,False,272212.5
2019-01-21,2019-01-22,1600868.75,1621173.75,20305.0,1416758.0,115773.0,44389.5,39419.0,93806.75,50885.0,4666.25,,390236.0,384985.75,262253.0,42493.5,36712.5,69.9,,70.15,68.24,68.84,71.51,69.46,68.24,70.26,,68.84,72.77,73.34,,72.69,78.7,86.43,348939.5,1116680.75,2019,69.9,16.010000000000005,False,348939.5
2019-01-22,2019-01-23,1655450.75,1689730.5,34279.75,1326498.0,116649.25,46014.25,97374.5,195383.25,36195.0,4826.25,,389867.5,373621.5,252593.25,27358.0,39319.75,63.0,,73.68,62.63,62.93,72.32,65.86,62.57,66.07,,62.93,68.73,65.52,,73.49,89.16,84.87,496442.5,1082760.0,2019,63.0,-6.900000000000006,False,496442.5
2019-01-23,2019-01-24,1649947.5,1682897.25,32949.75,1456024.5,116850.75,49203.0,32907.75,134834.25,26181.0,5006.75,,389862.75,375360.5,284159.0,45823.25,40960.0,75.08,,76.66,67.93,69.52,76.07,74.0,67.71,75.32,,69.52,71.83,73.75,,78.36,91.94,91.46,364983.5,1136165.5,2019,75.08,12.079999999999998,False,364983.5
2019-01-24,2019-01-25,1634421.25,1676600.5,42179.25,1568968.25,114769.0,48897.0,15640.25,35904.75,13908.0,5015.75,,388795.25,365623.5,298413.25,41749.75,45397.25,85.8,,86.05,79.12,79.45,85.94,85.28,78.13,85.84,,79.45,82.83,83.72,,85.57,86.93,84.7,234134.75,1139979.0,2019,85.8,10.719999999999999,False,234134.75
2019-01-25,2019-01-26,1624279.0,1659982.5,35703.5,1425908.0,116287.5,42989.0,56852.5,125936.5,15582.0,5048.0,,384305.0,340529.0,270844.0,34231.5,40243.75,66.5,,67.5,65.06,66.54,69.53,65.81,64.44,67.45,,66.54,72.08,69.86,,70.29,70.31,72.46,362695.5,1070153.25,2019,66.5,-19.299999999999997,False,362695.5
2019-01-26,2019-01-27,1414847.5,1449516.5,34669.0,901463.5,115664.25,35025.25,68699.5,433620.0,11064.5,5101.5,,346540.75,195756.25,148694.25,18539.0,38716.0,49.09,,52.56,52.72,54.07,54.39,50.36,53.92,51.99,,54.07,55.86,51.6,,61.27,58.7,64.48,669175.0,748246.25,2019,49.09,-17.409999999999997,False,669175.0
2019-01-27,2019-01-28,1274026.0,1329554.75,55528.75,660304.25,114646.75,31855.0,81880.5,508430.5,23410.75,4783.75,,286937.25,124911.5,111857.75,14022.0,38471.25,35.44,,41.05,45.16,46.25,40.53,43.37,52.17,49.23,,52.17,48.63,39.98,,62.95,61.44,58.68,765007.25,576199.75,2019,35.44,-13.650000000000006,False,765007.25
2019-01-28,2019-01-29,1586613.75,1611974.75,25361.0,1067981.25,112515.25,31352.0,75155.0,419462.75,24014.75,5097.75,,366693.0,263978.25,187707.75,26919.0,39435.25,50.4,,55.43,55.58,56.29,55.89,50.77,55.58,58.18,,56.29,58.7,56.32,,61.21,59.22,58.68,667597.5,884733.25,2019,50.4,14.96,False,667597.5
2019-01-29,2019-01-30,1603332.5,1633496.25,30163.75,1219274.25,113636.0,39521.5,83183.0,265849.0,35026.25,5168.0,,359366.5,346481.25,239262.0,38659.0,39453.5,60.19,,62.96,61.56,61.56,62.67,60.13,61.56,61.73,,61.56,64.65,62.56,,69.49,66.54,63.89,542383.75,1023222.25,2019,60.19,9.79,False,542383.75
2019-01-30,2019-01-31,1622324.0,1662866.5,40542.5,1139282.25,114218.5,37394.5,75323.75,373881.5,33836.5,5207.25,,374898.5,315309.0,229726.0,28239.25,32994.75,53.07,,61.46,54.94,57.82,59.18,63.71,55.1,60.22,,57.99,62.47,61.84,,71.66,65.54,67.35,639862.0,981167.5,2019,53.07,-7.119999999999997,False,639862.0
2019-01-31,2019-02-01,1599507.25,1628964.25,29457.0,1298051.5,114501.0,40500.5,62624.75,184579.25,54251.75,5111.75,,379921.0,369866.5,242904.75,40199.5,40812.0,59.84,,61.82,53.59,58.55,61.13,60.86,54.51,60.16,,59.52,62.68,61.72,,65.74,64.21,63.38,461569.0,1073703.75,2019,59.84,6.770000000000003,False,461569.0
2019-02-01,2019-02-02,1599759.5,1635012.0,35252.5,1222683.75,115904.75,35990.75,95361.5,261493.5,20220.75,5335.0,,353985.5,319642.0,235176.5,27858.25,40795.75,55.48,,61.66,54.09,55.11,59.49,62.09,54.09,57.35,,55.11,60.4,55.69,,66.18,61.77,62.54,534306.25,977458.0,2019,55.48,-4.3600000000000065,False,534306.25
2019-02-02,2019-02-03,1368301.75,1389677.75,21376.0,1234196.75,115617.0,35096.0,31722.0,82626.0,19757.0,5389.5,,359276.25,296771.0,179940.0,16974.0,42270.75,50.19,,50.24,51.05,51.21,50.21,50.16,51.15,50.2,,51.05,52.56,51.21,,54.63,50.07,51.81,290207.5,895232.0,2019,50.19,-5.289999999999999,False,290207.5
2019-02-03,2019-02-04,1285850.25,1322970.0,37119.75,978430.0,114550.0,32386.75,63611.75,224711.5,19097.0,5176.5,,352630.25,215672.25,169248.5,15527.75,42232.0,46.72,,48.14,50.18,50.47,47.78,46.45,50.47,47.01,,50.18,48.19,44.18,,53.39,47.01,44.32,459533.5,795310.75,2019,46.72,-3.469999999999999,False,459533.5
2019-02-04,2019-02-05,1583685.5,1613331.0,29645.5,1045350.5,113836.25,34585.5,97809.0,384646.5,55879.5,5053.0,,349361.5,245774.0,184257.5,23631.25,41865.75,44.05,,55.05,47.77,52.65,57.23,44.45,52.24,50.52,,53.85,58.92,49.33,,64.26,58.2,60.31,691809.75,844890.0,2019,44.05,-2.6700000000000017,False,691809.75
2019-02-05,2019-02-06,1619422.75,1648896.75,29474.0,1221195.5,113867.0,36897.75,79606.5,283512.5,35108.25,5145.5,,378725.75,290404.75,237834.75,32509.5,38999.25,53.79,,57.12,50.0,50.0,58.36,54.94,52.34,54.83,,52.38,58.68,55.08,,60.86,53.09,56.35,554137.5,978474.0,2019,53.79,9.740000000000002,False,554137.5
2019-02-06,2019-02-07,1614883.25,1640831.0,25947.75,1191735.75,114598.25,34058.0,91282.25,277532.25,54333.0,4999.25,,386779.0,287156.0,230619.25,28131.75,38715.5,51.32,,53.1,53.04,53.52,53.0,51.18,53.04,52.11,,53.52,53.28,52.6,,57.41,52.11,52.6,576803.0,971401.5,2019,51.32,-2.469999999999999,False,576803.0
2019-02-07,2019-02-08,1624802.0,1651801.0,26999.0,994711.0,114411.75,34251.25,82929.0,519937.25,27224.75,5015.25,,332712.5,179842.75,158244.0,27207.25,40304.75,44.55,,48.87,46.06,48.8,48.21,46.09,49.9,49.87,,49.76,52.03,46.5,,63.58,59.21,53.48,783769.25,738311.25,2019,44.55,-6.770000000000003,False,783769.25
2019-02-08,2019-02-09,1586558.25,1621984.75,35426.5,754443.75,114522.0,33617.75,106724.0,670376.5,55014.0,4929.75,,258286.25,113847.0,135064.75,32082.75,39653.5,41.62,,49.19,40.75,43.28,47.39,49.04,49.6,49.16,,48.67,53.06,47.65,,61.18,49.16,51.77,985184.0,578934.25,2019,41.62,-2.9299999999999997,False,985184.0
2019-02-09,2019-02-10,1368687.75,1425807.0,57119.25,381436.0,112104.75,32882.0,87049.0,843884.0,56318.75,4309.0,,117737.25,63359.5,72475.75,15709.5,37236.5,6.81,,38.35,6.81,9.62,33.78,43.89,47.84,46.43,,47.04,48.53,40.09,,62.52,50.9,41.06,1136547.5,306518.5,2019,6.81,-34.809999999999995,False,1136547.5
2019-02-10,2019-02-11,1249292.0,1289193.0,39901.0,434906.75,114270.5,32505.25,79943.0,709252.0,25190.25,4356.0,,133453.75,48134.75,81409.0,16707.5,36991.75,28.03,,34.32,32.99,34.34,32.09,46.31,47.32,31.25,,45.51,44.04,25.74,,51.8,32.29,37.6,965517.0,316696.75,2019,28.03,21.220000000000002,False,965517.0
2019-02-11,2019-02-12,1568650.75,1593485.75,24835.0,730830.5,113076.25,39521.0,84790.75,713266.5,39763.0,4637.25,,250957.5,115788.75,122481.5,34091.75,38726.25,31.97,,57.32,33.8,39.31,47.13,57.04,47.62,35.91,,46.97,51.68,41.59,,51.85,45.67,47.08,995054.75,562045.75,2019,31.97,3.9399999999999977,False,995054.75
2019-02-12,2019-02-13,1586964.75,1628700.25,41735.5,1070022.75,114693.0,38141.0,79167.5,391275.75,46498.75,4678.25,,366959.5,261871.0,191738.5,25865.0,41695.0,46.74,,51.82,46.33,48.81,51.39,49.39,48.81,48.28,,48.73,52.61,45.33,,59.46,49.17,49.16,674454.25,888129.0,2019,46.74,14.770000000000003,False,674454.25
2019-02-13,2019-02-14,1595027.0,1630591.5,35564.5,1052070.75,115408.0,36814.25,106991.0,364454.25,71511.0,4640.0,,378084.0,238752.25,197846.25,21521.5,46241.25,45.38,,49.44,44.26,44.45,49.7,47.4,46.44,47.11,,45.81,50.52,47.07,,55.48,52.28,52.76,699818.5,882445.25,2019,45.38,-1.3599999999999994,False,699818.5
2019-02-14,2019-02-15,1562814.25,1594186.75,31372.5,1271031.25,115754.5,37653.25,62234.75,126596.25,102952.0,4712.0,,399087.75,282297.25,195501.25,29530.75,47178.75,49.09,,50.37,47.33,48.56,50.45,49.28,45.17,49.44,,47.37,50.95,50.0,,57.72,51.52,52.92,449902.75,953595.75,2019,49.09,3.710000000000001,False,449902.75
2019-02-15,2019-02-16,1529516.5,1560701.0,31184.5,1196999.0,115474.0,38449.5,52152.25,154411.5,125953.75,5047.0,,400331.75,236796.25,178845.25,23086.75,47279.0,47.62,,48.44,45.4,46.41,48.85,47.33,44.01,48.39,,46.0,47.87,46.36,,55.89,53.04,49.38,491488.0,886339.0,2019,47.62,-1.470000000000006,False,491488.0
2019-02-16,2019-02-17,1313894.25,1345194.75,31300.5,799772.25,116847.25,36035.0,102280.5,284206.75,127634.75,4931.5,,366916.75,113456.75,111373.75,18962.0,47847.25,39.22,,44.65,38.37,38.37,44.03,44.02,42.41,43.31,,39.84,43.64,42.67,,52.52,46.29,47.87,671935.75,658556.5,2019,39.22,-8.399999999999999,False,671935.75
2019-02-17,2019-02-18,1201513.0,1235393.75,33880.75,863435.5,116397.0,33599.75,64744.5,151212.25,122120.75,4832.25,,395514.0,113486.75,109177.25,13640.0,47773.0,39.05,,39.51,41.25,41.69,39.67,39.49,42.97,39.67,,41.49,41.11,38.76,,52.0,40.69,42.94,492906.5,679591.0,2019,39.05,-0.1700000000000017,False,492906.5
2019-02-18,2019-02-19,1484341.0,1515937.75,31596.75,1095965.75,115643.25,35576.25,67648.25,190539.5,130187.5,4792.0,,398186.5,202423.25,153035.75,29311.25,47442.75,46.4,,46.78,44.26,45.43,47.02,46.43,44.25,47.96,,45.49,47.38,47.12,,61.42,53.39,51.31,544386.75,830399.5,2019,46.4,7.350000000000001,False,544386.75
2019-02-19,2019-02-20,1563087.25,1601427.0,38339.75,914298.0,115409.75,34765.0,114492.25,468224.25,66072.75,4930.25,,368368.75,170694.75,154086.25,21079.5,47790.5,41.31,,45.41,40.19,41.65,47.02,43.47,43.1,45.93,,41.65,49.68,46.36,,58.36,45.93,47.18,803894.25,762019.75,2019,41.31,-5.089999999999996,False,803894.25
2019-02-20,2019-02-21,1546310.0,1584103.75,37793.75,1097844.5,114665.0,36402.0,103053.0,269725.5,75687.0,4981.25,,377373.0,219611.25,177459.25,29388.25,46801.75,45.6,,46.91,44.83,45.47,47.16,45.06,44.06,46.87,,42.51,47.7,43.42,,58.34,54.29,51.83,604513.75,850633.5,2019,45.6,4.289999999999999,False,604513.75
2019-02-21,2019-02-22,1543856.0,1578532.25,34676.25,1064194.5,115403.0,36937.25,90489.75,325758.75,63413.0,4954.75,,408876.25,210914.25,171744.75,20173.75,47505.5,43.23,,46.78,43.67,43.67,47.03,43.16,44.01,45.93,,44.64,47.28,45.97,,61.21,46.89,51.27,636956.5,859214.5,2019,43.23,-2.3700000000000045,False,636956.5
2019-02-22,2019-02-23,1511173.5,1535316.5,24143.0,1224793.25,116100.75,41609.25,36490.0,202576.25,47314.0,5063.0,,413439.75,238987.75,175984.25,28120.5,46938.0,47.2,,48.27,46.86,46.94,47.02,47.3,43.69,47.26,,46.94,47.61,46.84,,56.91,50.79,50.35,449153.25,903470.25,2019,47.2,3.970000000000006,False,449153.25
2019-02-23,2019-02-24,1304202.75,1328614.0,24411.25,959279.5,116881.75,41875.0,35564.5,180685.0,128673.75,5117.5,,383435.0,147582.75,112211.75,11395.5,45952.25,40.14,,40.69,39.99,40.11,40.06,40.69,41.03,40.36,,39.59,42.61,41.13,,52.18,43.06,43.09,508797.5,700577.25,2019,40.14,-7.060000000000002,False,508797.5
2019-02-24,2019-02-25,1185734.0,1224869.5,39135.5,950406.5,116016.5,37792.75,16636.0,90553.5,128138.0,4882.0,,385449.25,145083.75,113116.75,11591.25,45187.75,39.99,,40.52,38.94,38.94,39.64,40.28,41.69,40.0,,38.26,39.79,39.84,,46.92,44.19,44.38,394018.75,700428.75,2019,39.99,-0.14999999999999858,False,394018.75
2019-02-25,2019-02-26,1470949.0,1496163.25,25214.25,1215967.0,114944.25,39386.5,16880.5,99561.75,138539.75,4897.5,,394571.0,213788.0,168278.0,28889.25,42351.75,44.41,,45.43,43.0,43.5,44.44,44.13,42.19,44.49,,41.57,45.94,45.44,,57.2,53.77,49.76,414210.25,847878.0,2019,44.41,4.419999999999995,False,414210.25
2019-02-26,2019-02-27,1485626.75,1512820.0,27193.25,1267997.5,114294.25,42866.25,9124.75,77516.75,130987.75,4808.25,,383146.75,230662.0,177750.5,29263.25,37545.25,44.6,,45.33,44.91,44.97,43.75,44.61,42.28,44.49,,43.88,44.82,43.13,,57.32,47.78,49.4,379598.0,858367.75,2019,44.6,0.19000000000000483,False,379598.0
2019-02-27,2019-02-28,1501718.75,1535995.75,34277.0,1173328.0,112457.75,42541.0,43406.0,135952.25,149032.5,4816.0,,375155.5,201397.25,164984.5,28099.5,37537.25,44.21,,44.99,41.99,41.99,43.43,44.48,41.94,44.24,,41.74,43.04,43.86,,55.17,52.54,50.06,488205.5,807174.0,2019,44.21,-0.39000000000000057,False,488205.5
2019-02-28,2019-03-01,1496391.75,1542771.0,46379.25,930910.75,112751.0,40107.75,35912.0,407904.0,121665.0,4777.25,,367107.5,162486.0,115022.75,15039.25,46268.25,40.26,,43.68,40.67,40.85,40.08,43.83,42.2,40.71,,40.84,41.28,40.14,,58.17,46.63,45.17,723117.0,705923.75,2019,40.26,-3.950000000000003,False,723117.0
2019-03-01,2019-03-02,1491759.0,1510957.0,19198.0,1245225.5,115369.5,44065.25,36866.25,178395.0,31272.25,5187.75,,368333.0,227484.25,156856.5,34373.25,46261.75,45.85,,47.56,46.6,46.75,44.35,46.72,44.91,45.77,,46.32,45.74,45.81,,54.41,51.55,51.13,411156.0,833308.75,2019,45.85,5.590000000000003,False,411156.0
2019-03-02,2019-03-03,1291146.75,1306587.75,15441.0,998086.0,115693.25,45275.25,58605.25,199614.5,34841.0,5393.75,,349329.25,126621.5,119176.75,13377.75,45984.0,41.25,,42.11,40.66,40.75,40.71,42.88,43.22,41.31,,41.1,40.67,40.22,,50.54,44.59,48.6,459423.0,654489.25,2019,41.25,-4.600000000000001,False,459423.0
2019-03-03,2019-03-04,1195167.5,1249904.0,54736.5,305596.25,113657.5,39181.5,110249.75,731468.75,47852.75,4038.5,,137081.5,39052.0,67808.25,25929.5,41825.75,10.22,,21.02,15.0,35.45,17.88,41.55,41.51,13.06,,40.13,22.79,22.07,,52.42,38.44,36.01,1046448.75,311697.0,2019,10.22,-31.03,False,1046448.75
2019-03-04,2019-03-05,1471720.0,1513881.25,42161.25,472920.0,110866.0,41699.75,91845.5,847100.75,59853.75,4630.25,,151816.25,60397.0,106813.25,29744.0,43124.5,13.31,,38.3,16.59,27.08,29.23,43.54,42.61,20.82,,41.85,37.94,24.0,,51.01,46.07,38.01,1155996.0,391895.0,2019,13.31,3.09,False,1155996.0
2019-03-05,2019-03-06,1516623.25,1557918.5,41295.25,695426.5,112013.25,42378.75,86491.0,665731.0,68974.75,5007.5,,242053.75,79516.5,128666.25,28227.5,43538.25,31.34,,44.78,34.02,34.02,40.41,45.62,44.41,39.38,,43.76,37.92,32.75,,61.43,53.2,45.18,980596.25,522002.25,2019,31.34,18.03,False,980596.25
2019-03-06,2019-03-07,1513019.25,1536727.75,23708.5,810729.5,112302.75,42211.5,113140.5,489592.25,99557.0,5149.5,,295882.5,83191.25,118199.75,22947.75,44807.0,34.77,,43.37,40.18,43.79,35.98,45.04,44.94,35.62,,44.75,40.98,39.24,,59.61,39.58,52.37,861953.5,565028.25,2019,34.77,3.4300000000000033,False,861953.5
2019-03-07,2019-03-08,1524371.75,1572627.0,48255.25,600282.5,113171.5,42025.75,122121.75,732945.0,69022.5,4802.0,,202543.5,81327.0,109835.0,24892.75,43415.5,29.02,,37.17,40.61,40.83,32.65,41.69,44.32,29.88,,43.14,34.82,29.62,,56.48,34.86,42.47,1084088.5,462013.75,2019,29.02,-5.7500000000000036,False,1084088.5
2019-03-08,2019-03-09,1493362.75,1523341.75,29979.0,600914.75,113900.5,45601.25,118098.75,691820.5,82528.75,4795.0,,196784.0,90880.0,113452.0,37943.75,43407.5,26.39,,43.86,32.07,34.8,40.03,43.12,42.75,32.93,,38.74,40.56,31.09,,57.74,43.69,41.76,1056744.75,482467.25,2019,26.39,-2.629999999999999,False,1056744.75
2019-03-09,2019-03-10,1303199.0,1352254.0,49055.0,320538.0,112666.75,42951.25,114339.75,809762.75,58558.5,4093.5,,119367.25,46818.5,86725.0,16950.5,41403.5,7.98,,31.77,7.98,8.51,24.03,40.29,43.53,28.27,,38.15,31.9,24.4,,53.06,38.47,36.59,1142372.5,311264.75,2019,7.98,-18.41,False,1142372.5
2019-03-10,2019-03-11,1195311.25,1219426.25,24115.0,602408.25,112970.5,45707.0,60254.5,481751.75,50896.75,4623.75,,153734.0,43524.5,93696.25,28199.5,43113.25,17.51,,37.19,27.96,27.96,18.29,43.15,43.45,19.02,,39.09,25.39,19.84,,46.81,21.12,24.4,756204.25,362267.5,2019,17.51,9.530000000000001,False,756204.25
2019-03-11,2019-03-12,1504176.0,1535406.0,31230.0,788095.0,113276.5,52353.5,64920.75,584746.5,66413.75,4718.75,,242406.75,71706.0,110295.75,36886.75,36172.75,38.67,,40.37,45.21,45.25,39.28,42.83,45.66,38.69,,45.21,39.58,33.16,,49.1,43.85,35.89,886429.75,497468.0,2019,38.67,21.16,False,886429.75
2019-03-12,2019-03-13,1533334.5,1566151.0,32816.5,739246.75,114829.25,47349.25,111854.5,572055.5,110177.75,4779.0,,246806.0,76458.75,107666.5,22328.5,36757.0,36.59,,41.53,38.61,41.98,39.41,42.77,44.85,37.07,,45.0,41.45,39.41,,59.12,39.13,40.04,961045.25,490016.75,2019,36.59,-2.0799999999999983,False,961045.25
2019-03-13,2019-03-14,1559021.5,1596583.75,37562.25,524468.25,109263.5,44069.5,109539.75,846150.25,78863.25,4673.5,,152715.75,94734.25,95882.25,30927.75,36430.75,18.05,,34.94,38.01,39.16,28.88,41.36,42.55,30.4,,41.29,35.31,30.97,,60.74,37.27,36.31,1192559.75,410690.75,2019,18.05,-18.540000000000003,False,1192559.75
