Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Dec 29, 2020;Dec 30, 2020;1,243,182.00;1,279,172.00;35,990.00;902,780.00
Dec 30, 2020;Dec 31, 2020;1,263,061.00;1,295,563.50;32,502.50;762,089.00
Dec 31, 2020;Jan 1, 2021;1,176,434.00;1,220,804.00;44,370.00;824,562.00
Jan 1, 2021;Jan 2, 2021;1,098,941.50;1,126,998.50;28,057.00;999,025.50
Jan 2, 2021;Jan 3, 2021;1,171,762.25;1,205,451.00;33,688.75;1,068,063.00
Jan 3, 2021;Jan 4, 2021;1,212,326.25;1,248,257.00;35,930.75;774,437.00
Jan 4, 2021;Jan 5, 2021;1,476,359.75;1,507,344.00;30,984.25;1,082,318.50
Jan 5, 2021;Jan 6, 2021;1,518,140.25;1,547,716.50;29,576.25;1,146,366.50
Jan 6, 2021;Jan 7, 2021;1,453,132.25;1,485,431.50;32,299.25;1,219,952.63
Jan 7, 2021;Jan 8, 2021;1,523,387.75;1,553,002.25;29,614.50;1,372,188.00
Jan 8, 2021;Jan 9, 2021;1,503,616.25;1,539,800.00;36,183.75;1,373,334.00
Jan 9, 2021;Jan 10, 2021;1,330,971.75;1,350,661.75;19,690.00;1,250,873.50
Jan 10, 2021;Jan 11, 2021;1,292,727.25;1,323,273.75;30,546.50;1,025,265.25
Jan 11, 2021;Jan 12, 2021;1,630,217.25;1,669,405.75;39,188.50;958,514.00
Jan 12, 2021;Jan 13, 2021;1,644,547.75;1,682,956.75;38,409.00;915,522.50
Jan 13, 2021;Jan 14, 2021;1,649,562.25;1,695,565.50;46,003.25;798,960.75
Jan 14, 2021;Jan 15, 2021;1,614,050.75;1,641,706.25;27,655.50;1,262,016.00
Jan 15, 2021;Jan 16, 2021;1,578,581.50;1,607,193.75;28,612.25;1,391,607.25
Jan 16, 2021;Jan 17, 2021;1,391,777.00;1,420,210.50;28,433.50;1,205,453.50
Jan 17, 2021;Jan 18, 2021;1,309,506.75;1,335,020.50;25,513.75;1,159,074.50
Jan 18, 2021;Jan 19, 2021;1,587,916.75;1,619,277.50;31,360.75;1,060,718.75
Jan 19, 2021;Jan 20, 2021;1,632,185.00;1,662,604.25;30,419.25;828,416.50
Jan 20, 2021;Jan 21, 2021;1,624,024.00;1,658,674.00;34,650.00;705,826.75
Jan 21, 2021;Jan 22, 2021;1,622,030.25;1,663,465.00;41,434.75;643,070.75
Jan 22, 2021;Jan 23, 2021;1,571,816.00;1,608,214.50;36,398.50;881,008.50
Jan 23, 2021;Jan 24, 2021;1,341,773.25;1,375,433.75;33,660.50;1,075,273.50
Jan 24, 2021;Jan 25, 2021;1,260,120.75;1,292,831.75;32,711.00;1,054,788.75
Jan 25, 2021;Jan 26, 2021;1,549,406.50;1,575,284.25;25,877.75;1,380,580.00
Jan 26, 2021;Jan 27, 2021;1,612,577.75;1,643,587.25;31,009.50;1,246,570.75
Jan 27, 2021;Jan 28, 2021;1,615,667.50;1,651,306.50;35,639.00;1,258,204.00
Jan 28, 2021;Jan 29, 2021;1,600,425.00;1,628,296.00;27,871.00;1,301,822.50
Jan 29, 2021;Jan 30, 2021;1,561,750.75;1,592,871.50;31,120.75;969,020.25
Jan 30, 2021;Jan 31, 2021;1,352,918.75;1,382,142.50;29,223.75;1,105,030.00
Jan 31, 2021;Feb 1, 2021;1,299,223.25;1,341,105.25;41,882.00;1,063,758.50
Feb 1, 2021;Feb 2, 2021;1,561,986.25;1,587,261.25;25,275.00;1,284,295.00
Feb 2, 2021;Feb 3, 2021;1,576,207.25;1,607,026.25;30,819.00;1,314,593.00
Feb 3, 2021;Feb 4, 2021;1,597,696.50;1,634,280.50;36,584.00;1,004,938.75
Feb 4, 2021;Feb 5, 2021;1,549,135.25;1,577,573.25;28,438.00;1,110,008.50
Feb 5, 2021;Feb 6, 2021;1,533,359.25;1,556,271.75;22,912.50;1,095,726.50
Feb 6, 2021;Feb 7, 2021;1,383,829.50;1,408,721.25;24,891.75;655,921.75
Feb 7, 2021;Feb 8, 2021;1,353,725.50;1,393,332.25;39,606.75;561,270.75
Feb 8, 2021;Feb 9, 2021;1,598,669.50;1,623,482.00;24,812.50;1,059,836.00
Feb 9, 2021;Feb 10, 2021;1,638,840.00;1,666,594.50;27,754.50;1,373,210.25
Feb 10, 2021;Feb 11, 2021;1,651,978.75;1,687,117.50;35,138.75;1,414,627.25
Feb 11, 2021;Feb 12, 2021;1,643,695.75;1,678,512.00;34,816.25;1,475,707.50
Feb 12, 2021;Feb 13, 2021;1,620,712.75;1,647,644.75;26,932.00;1,275,077.00
Feb 13, 2021;Feb 14, 2021;1,429,510.25;1,453,462.50;23,952.25;1,151,093.25
Feb 14, 2021;Feb 15, 2021;1,366,698.50;1,399,794.75;33,096.25;914,161.25
Feb 15, 2021;Feb 16, 2021;1,640,145.50;1,662,191.25;22,045.75;1,028,675.00
Feb 16, 2021;Feb 17, 2021;1,582,806.50;1,608,788.25;25,981.75;1,151,430.00
Feb 17, 2021;Feb 18, 2021;1,584,371.00;1,616,733.75;32,362.75;914,443.50
Feb 18, 2021;Feb 19, 2021;1,559,939.00;1,587,717.25;27,778.25;894,512.25
Feb 19, 2021;Feb 20, 2021;1,518,974.75;1,548,063.50;29,088.75;910,668.25
Feb 20, 2021;Feb 21, 2021;1,296,132.25;1,322,064.50;25,932.25;660,924.50
Feb 21, 2021;Feb 22, 2021;1,186,315.00;1,235,051.50;48,736.50;660,316.00
Feb 22, 2021;Feb 23, 2021;1,457,913.00;1,482,111.00;24,198.00;992,700.50
Feb 23, 2021;Feb 24, 2021;1,491,639.75;1,518,850.50;27,210.75;949,640.00
Feb 24, 2021;Feb 25, 2021;1,499,332.00;1,536,575.25;37,243.25;834,730.75
Feb 25, 2021;Feb 26, 2021;1,482,710.75;1,511,290.00;28,579.25;949,214.50
Feb 26, 2021;Feb 27, 2021;1,483,301.75;1,502,903.25;19,601.50;1,069,869.75
Feb 27, 2021;Feb 28, 2021;1,273,043.00;1,301,907.75;28,864.75;980,489.25
Feb 28, 2021;Mar 1, 2021;1,196,205.50;1,234,974.25;38,768.75;910,197.75
Mar 1, 2021;Mar 2, 2021;1,472,760.50;1,500,684.00;27,923.50;1,237,749.50
Mar 2, 2021;Mar 3, 2021;1,487,391.25;1,520,685.50;33,294.25;1,219,776.25
Mar 3, 2021;Mar 4, 2021;1,503,514.75;1,525,513.00;21,998.25;1,237,834.75
Mar 4, 2021;Mar 5, 2021;1,513,336.00;1,542,836.25;29,500.25;1,200,202.75
Mar 5, 2021;Mar 6, 2021;1,503,047.50;1,527,187.25;24,139.75;1,204,004.00
Mar 6, 2021;Mar 7, 2021;1,313,788.75;1,342,399.75;28,611.00;873,499.50
Mar 7, 2021;Mar 8, 2021;1,255,622.25;1,296,706.75;41,084.50;755,544.75
Mar 8, 2021;Mar 9, 2021;1,488,151.50;1,501,681.00;13,529.50;1,252,141.50
Mar 9, 2021;Mar 10, 2021;1,542,902.50;1,565,485.00;22,582.50;1,337,589.75
Mar 10, 2021;Mar 11, 2021;1,541,248.25;1,561,774.25;20,526.00;1,097,720.25
Mar 11, 2021;Mar 12, 2021;1,609,601.25;1,653,290.25;43,689.00;536,949.25
Mar 12, 2021;Mar 13, 2021;1,562,261.75;1,605,083.25;42,821.50;466,445.75
Mar 13, 2021;Mar 14, 2021;1,385,569.25;1,430,793.25;45,224.00;316,273.50
Mar 14, 2021;Mar 15, 2021;1,285,020.50;1,322,757.50;37,737.00;460,820.75
Mar 15, 2021;Mar 16, 2021;1,526,162.75;1,557,553.50;31,390.75;800,070.00
Mar 16, 2021;Mar 17, 2021;1,546,284.00;1,573,197.50;26,913.50;1,048,689.00
Mar 17, 2021;Mar 18, 2021;1,525,197.25;1,556,146.50;30,949.25;1,277,888.25
Mar 18, 2021;Mar 19, 2021;1,522,514.50;1,542,529.00;20,014.50;1,336,806.50
Mar 19, 2021;Mar 20, 2021;1,529,062.50;1,558,517.50;29,455.00;1,154,679.50
Mar 20, 2021;Mar 21, 2021;1,326,111.00;1,348,649.50;22,538.50;897,973.75
Mar 21, 2021;Mar 22, 2021;1,268,196.50;1,319,089.25;50,892.75;540,140.75
Mar 22, 2021;Mar 23, 2021;1,503,150.25;1,518,027.50;14,877.25;1,151,851.50
Mar 23, 2021;Mar 24, 2021;1,519,112.75;1,542,183.00;23,070.25;1,276,385.00
Mar 24, 2021;Mar 25, 2021;1,496,663.50;1,538,302.25;41,638.75;1,080,639.25
Mar 25, 2021;Mar 26, 2021;1,469,071.75;1,488,640.75;19,569.00;1,153,654.00
Mar 26, 2021;Mar 27, 2021;1,438,960.25;1,470,581.25;31,621.00;859,027.50
Mar 27, 2021;Mar 28, 2021;1,316,568.75;1,360,972.25;44,403.50;457,427.50
Mar 28, 2021;Mar 29, 2021;1,162,432.50;1,209,397.75;46,965.25;406,154.75
Mar 29, 2021;Mar 30, 2021;1,437,691.50;1,473,586.00;35,894.50;654,664.00
Mar 30, 2021;Mar 31, 2021;1,432,565.00;1,468,007.75;35,442.75;984,313.75
Mar 31, 2021;Apr 1, 2021;1,396,904.75;1,427,190.25;30,285.50;1,109,508.50
Apr 1, 2021;Apr 2, 2021;1,380,022.75;1,407,553.00;27,530.25;891,809.50
Apr 2, 2021;Apr 3, 2021;1,168,692.00;1,200,820.00;32,128.00;568,570.00
Apr 3, 2021;Apr 4, 2021;1,170,055.25;1,203,192.50;33,137.25;665,997.50
Apr 4, 2021;Apr 5, 2021;1,098,220.50;1,134,311.00;36,090.50;591,897.50
Apr 5, 2021;Apr 6, 2021;1,207,269.50;1,265,869.25;58,599.75;302,585.50
Apr 6, 2021;Apr 7, 2021;1,505,635.50;1,539,578.75;33,943.25;692,520.75
Apr 7, 2021;Apr 8, 2021;1,573,795.00;1,607,822.00;34,027.00;770,341.00
Apr 8, 2021;Apr 9, 2021;1,525,698.50;1,560,259.25;34,560.75;826,389.00
Apr 9, 2021;Apr 10, 2021;1,489,991.00;1,530,702.00;40,711.00;808,917.75
Apr 10, 2021;Apr 11, 2021;1,241,147.00;1,258,647.00;17,500.00;956,065.50
Apr 11, 2021;Apr 12, 2021;1,198,037.75;1,242,656.25;44,618.50;622,504.75
Apr 12, 2021;Apr 13, 2021;1,473,451.25;1,494,485.50;21,034.25;1,055,565.75
Apr 13, 2021;Apr 14, 2021;1,520,344.75;1,550,573.50;30,228.75;984,753.75
Apr 14, 2021;Apr 15, 2021;1,501,955.00;1,522,142.75;20,187.75;1,150,777.25
Apr 15, 2021;Apr 16, 2021;1,507,182.75;1,529,982.25;22,799.50;1,141,469.25
Apr 16, 2021;Apr 17, 2021;1,489,850.75;1,511,197.50;21,346.75;1,112,485.00
Apr 17, 2021;Apr 18, 2021;1,264,671.75;1,284,878.50;20,206.75;953,196.50
Apr 18, 2021;Apr 19, 2021;1,155,375.25;1,180,326.25;24,951.00;962,631.50
Apr 19, 2021;Apr 20, 2021;1,438,538.75;1,455,298.00;16,759.25;1,219,270.75
Apr 20, 2021;Apr 21, 2021;1,451,073.00;1,481,247.25;30,174.25;1,171,578.75
Apr 21, 2021;Apr 22, 2021;1,452,208.75;1,470,543.00;18,334.25;922,256.75
Apr 22, 2021;Apr 23, 2021;1,467,430.00;1,498,089.00;30,659.00;743,539.75
Apr 23, 2021;Apr 24, 2021;1,413,252.75;1,438,972.00;25,719.25;853,838.75
Apr 24, 2021;Apr 25, 2021;1,201,547.25;1,233,703.75;32,156.50;724,914.25
Apr 25, 2021;Apr 26, 2021;1,116,215.25;1,154,682.00;38,466.75;657,734.00
Apr 26, 2021;Apr 27, 2021;1,379,496.75;1,407,235.50;27,738.75;973,899.50
Apr 27, 2021;Apr 28, 2021;1,408,013.75;1,433,061.00;25,047.25;850,736.50
Apr 28, 2021;Apr 29, 2021;1,409,776.25;1,434,768.25;24,992.00;911,645.75
Apr 29, 2021;Apr 30, 2021;1,438,905.00;1,466,094.00;27,189.00;919,257.75
Apr 30, 2021;May 1, 2021;1,407,774.75;1,429,108.75;21,334.00;1,151,232.00
May 1, 2021;May 2, 2021;1,114,380.50;1,135,922.75;21,542.25;901,076.00
May 2, 2021;May 3, 2021;1,125,033.25;1,163,925.50;38,892.25;684,780.75
May 3, 2021;May 4, 2021;1,416,963.00;1,434,512.75;17,549.75;868,677.00
May 4, 2021;May 5, 2021;1,513,362.50;1,551,535.25;38,172.75;450,244.75
May 5, 2021;May 6, 2021;1,513,996.25;1,541,198.50;27,202.25;534,818.25
May 6, 2021;May 7, 2021;1,490,851.00;1,510,029.75;19,178.75;990,251.00
May 7, 2021;May 8, 2021;1,426,119.75;1,445,725.50;19,605.75;898,929.25
May 8, 2021;May 9, 2021;1,216,791.00;1,241,840.50;25,049.50;680,095.50
May 9, 2021;May 10, 2021;1,125,277.00;1,174,258.25;48,981.25;365,175.50
May 10, 2021;May 11, 2021;1,386,834.50;1,410,938.75;24,104.25;796,435.75
May 11, 2021;May 12, 2021;1,398,986.25;1,417,257.25;18,271.00;1,109,286.25
May 12, 2021;May 13, 2021;1,392,349.25;1,410,101.50;17,752.25;1,129,401.00
May 13, 2021;May 14, 2021;1,128,841.50;1,155,134.75;26,293.25;878,309.25
May 14, 2021;May 15, 2021;1,218,696.25;1,240,006.75;21,310.50;902,118.25
May 15, 2021;May 16, 2021;1,153,819.25;1,173,493.25;19,674.00;805,018.00
May 16, 2021;May 17, 2021;1,092,926.00;1,137,277.25;44,351.25;701,150.75
May 17, 2021;May 18, 2021;1,361,750.25;1,380,701.00;18,950.75;971,071.00
May 18, 2021;May 19, 2021;1,402,838.00;1,422,972.00;20,134.00;1,051,931.00
May 19, 2021;May 20, 2021;1,394,522.50;1,415,760.50;21,238.00;1,073,799.00
May 20, 2021;May 21, 2021;1,396,595.25;1,416,456.00;19,860.75;1,022,354.25
May 21, 2021;May 22, 2021;1,411,662.00;1,441,708.50;30,046.50;590,956.25
May 22, 2021;May 23, 2021;1,228,107.75;1,268,688.50;40,580.75;319,008.50
May 23, 2021;May 24, 2021;1,081,855.75;1,123,688.00;41,832.25;460,097.00
May 24, 2021;May 25, 2021;1,095,516.00;1,129,129.75;33,613.75;470,247.00
May 25, 2021;May 26, 2021;1,380,219.00;1,400,992.25;20,773.25;705,379.75
May 26, 2021;May 27, 2021;1,438,675.25;1,459,723.50;21,048.25;763,383.25
May 27, 2021;May 28, 2021;1,424,637.75;1,448,944.00;24,306.25;833,388.25
May 28, 2021;May 29, 2021;1,356,269.00;1,372,624.00;16,355.00;993,174.75
May 29, 2021;May 30, 2021;1,165,516.25;1,188,733.50;23,217.25;793,654.00
May 30, 2021;May 31, 2021;1,067,348.25;1,112,158.00;44,809.75;641,106.75
May 31, 2021;Jun 1, 2021;1,314,610.75;1,337,896.25;23,285.50;908,167.25
Jun 1, 2021;Jun 2, 2021;1,351,650.25;1,375,145.00;23,494.75;924,276.00
Jun 2, 2021;Jun 3, 2021;1,368,888.75;1,397,166.00;28,277.25;814,974.00
Jun 3, 2021;Jun 4, 2021;1,235,370.50;1,262,755.75;27,385.25;724,117.00
Jun 4, 2021;Jun 5, 2021;1,277,759.50;1,294,723.50;16,964.00;973,253.25
Jun 5, 2021;Jun 6, 2021;1,146,526.00;1,166,325.00;19,799.00;851,730.25
Jun 6, 2021;Jun 7, 2021;1,074,335.50;1,108,233.50;33,898.00;828,705.25
Jun 7, 2021;Jun 8, 2021;1,345,391.25;1,358,633.25;13,242.00;1,087,487.75
Jun 8, 2021;Jun 9, 2021;1,380,255.50;1,400,023.25;19,767.75;1,098,122.00
Jun 9, 2021;Jun 10, 2021;1,387,232.50;1,407,468.25;20,235.75;1,102,640.75
Jun 10, 2021;Jun 11, 2021;1,387,110.50;1,408,937.25;21,826.75;1,077,158.00
Jun 11, 2021;Jun 12, 2021;1,374,826.50;1,391,969.25;17,142.75;992,099.25
Jun 12, 2021;Jun 13, 2021;1,201,338.00;1,235,742.75;34,404.75;549,225.25
Jun 13, 2021;Jun 14, 2021;1,094,878.75;1,143,678.00;48,799.25;524,089.25
Jun 14, 2021;Jun 15, 2021;1,347,085.75;1,366,687.00;19,601.25;891,576.75
Jun 15, 2021;Jun 16, 2021;1,399,063.75;1,423,234.75;24,171.00;1,060,380.25
Jun 16, 2021;Jun 17, 2021;1,411,812.50;1,435,923.50;24,111.00;1,014,344.50
Jun 17, 2021;Jun 18, 2021;1,463,892.75;1,498,149.50;34,256.75;918,480.25
Jun 18, 2021;Jun 19, 2021;1,443,995.25;1,472,050.75;28,055.50;993,322.25
Jun 19, 2021;Jun 20, 2021;1,238,650.25;1,264,288.00;25,637.75;792,140.50
Jun 20, 2021;Jun 21, 2021;1,138,654.75;1,182,726.25;44,071.50;629,525.25
Jun 21, 2021;Jun 22, 2021;1,415,590.00;1,440,149.00;24,559.00;880,643.75
Jun 22, 2021;Jun 23, 2021;1,423,316.50;1,442,355.00;19,038.50;1,070,815.00
Jun 23, 2021;Jun 24, 2021;1,381,170.25;1,406,791.50;25,621.25;1,124,427.00
Jun 24, 2021;Jun 25, 2021;1,373,439.50;1,393,138.00;19,698.50;1,173,410.00
Jun 25, 2021;Jun 26, 2021;1,351,937.25;1,375,192.00;23,254.75;1,120,844.00
Jun 26, 2021;Jun 27, 2021;1,154,939.25;1,174,623.75;19,684.50;872,123.25
Jun 27, 2021;Jun 28, 2021;1,076,228.75;1,117,995.25;41,766.50;727,579.00
Jun 28, 2021;Jun 29, 2021;1,406,498.25;1,422,045.75;15,547.50;1,047,923.75
Jun 29, 2021;Jun 30, 2021;1,422,281.25;1,443,816.50;21,535.25;1,059,515.50
Jun 30, 2021;Jul 1, 2021;1,411,922.75;1,433,514.75;21,592.00;1,070,041.75
Jul 1, 2021;Jul 2, 2021;1,441,583.00;1,461,027.00;19,444.00;1,062,974.50
Jul 2, 2021;Jul 3, 2021;1,371,326.25;1,388,940.25;17,614.00;1,039,474.25
Jul 3, 2021;Jul 4, 2021;1,159,086.50;1,176,812.75;17,726.25;845,333.50
Jul 4, 2021;Jul 5, 2021;1,080,497.00;1,113,093.50;32,596.50;819,195.25
Jul 5, 2021;Jul 6, 2021;1,365,433.25;1,382,160.00;16,726.75;1,064,601.00
Jul 6, 2021;Jul 7, 2021;1,431,569.00;1,464,499.50;32,930.50;815,210.50
Jul 7, 2021;Jul 8, 2021;1,408,186.50;1,422,308.50;14,122.00;1,057,381.75
Jul 8, 2021;Jul 9, 2021;1,392,496.50;1,406,858.00;14,361.50;1,202,021.50
Jul 9, 2021;Jul 10, 2021;1,381,353.25;1,404,312.50;22,959.25;1,082,277.75
Jul 10, 2021;Jul 11, 2021;1,173,197.25;1,198,201.50;25,004.25;799,684.50
Jul 11, 2021;Jul 12, 2021;1,081,727.50;1,109,460.00;27,732.50;799,427.50
Jul 12, 2021;Jul 13, 2021;1,386,095.25;1,397,649.75;11,554.50;1,031,217.75
Jul 13, 2021;Jul 14, 2021;1,423,591.25;1,435,854.25;12,263.00;1,167,802.50
Jul 14, 2021;Jul 15, 2021;1,419,681.50;1,439,838.00;20,156.50;1,096,065.50
Jul 15, 2021;Jul 16, 2021;1,387,297.75;1,404,869.50;17,571.75;1,021,015.25
Jul 16, 2021;Jul 17, 2021;1,372,835.25;1,384,218.00;11,382.75;982,951.25
Jul 17, 2021;Jul 18, 2021;1,178,768.25;1,201,816.00;23,047.75;701,591.75
Jul 18, 2021;Jul 19, 2021;1,097,438.50;1,143,197.00;45,758.50;564,040.75
Jul 19, 2021;Jul 20, 2021;1,353,978.50;1,370,243.00;16,264.50;966,317.50
Jul 20, 2021;Jul 21, 2021;1,385,349.75;1,404,465.75;19,116.00;1,050,374.00
Jul 21, 2021;Jul 22, 2021;1,365,808.75;1,381,830.50;16,021.75;1,061,450.75
Jul 22, 2021;Jul 23, 2021;1,367,534.50;1,377,780.75;10,246.25;1,081,834.50
Jul 23, 2021;Jul 24, 2021;1,346,177.00;1,361,461.25;15,284.25;1,054,483.50
Jul 24, 2021;Jul 25, 2021;1,165,976.00;1,177,510.00;11,534.00;776,652.25
Jul 25, 2021;Jul 26, 2021;1,103,015.25;1,137,041.00;34,025.75;722,855.50
Jul 26, 2021;Jul 27, 2021;1,350,730.25;1,362,702.25;11,972.00;1,059,505.75
Jul 27, 2021;Jul 28, 2021;1,375,268.75;1,386,341.75;11,073.00;1,004,210.75
Jul 28, 2021;Jul 29, 2021;1,367,429.50;1,388,976.00;21,546.50;863,672.75
Jul 29, 2021;Jul 30, 2021;1,384,896.25;1,426,163.00;41,266.75;533,171.25
Jul 30, 2021;Jul 31, 2021;1,335,371.50;1,358,052.75;22,681.25;725,907.25
Jul 31, 2021;Aug 1, 2021;1,179,569.50;1,225,190.25;45,620.75;428,091.75
Aug 1, 2021;Aug 2, 2021;1,056,921.25;1,079,047.75;22,126.50;702,855.75
Aug 2, 2021;Aug 3, 2021;1,301,328.25;1,320,907.75;19,579.50;849,654.50
Aug 3, 2021;Aug 4, 2021;1,324,393.50;1,335,188.75;10,795.25;1,097,460.50
Aug 4, 2021;Aug 5, 2021;1,306,665.75;1,316,898.25;10,232.50;1,103,249.25
Aug 5, 2021;Aug 6, 2021;1,323,726.50;1,340,153.75;16,427.25;1,047,557.50
Aug 6, 2021;Aug 7, 2021;1,305,708.00;1,329,323.75;23,615.75;823,965.75
Aug 7, 2021;Aug 8, 2021;1,125,601.75;1,147,684.00;22,082.25;720,927.50
Aug 8, 2021;Aug 9, 2021;1,079,805.75;1,125,791.25;45,985.50;417,633.75
Aug 9, 2021;Aug 10, 2021;1,277,861.25;1,297,097.25;19,236.00;711,020.25
Aug 10, 2021;Aug 11, 2021;1,304,070.25;1,326,581.00;22,510.75;918,945.00
Aug 11, 2021;Aug 12, 2021;1,309,476.75;1,331,486.25;22,009.50;1,015,819.75
Aug 12, 2021;Aug 13, 2021;1,313,299.75;1,333,232.00;19,932.25;1,015,102.75
Aug 13, 2021;Aug 14, 2021;1,324,946.75;1,344,575.25;19,628.50;888,307.00
Aug 14, 2021;Aug 15, 2021;1,155,226.50;1,182,676.50;27,450.00;609,506.50
Aug 15, 2021;Aug 16, 2021;1,075,380.50;1,106,770.75;31,390.25;671,596.25
Aug 16, 2021;Aug 17, 2021;1,353,360.25;1,375,179.50;21,819.25;630,762.50
Aug 17, 2021;Aug 18, 2021;1,389,314.25;1,420,112.25;30,798.00;542,088.25
Aug 18, 2021;Aug 19, 2021;1,384,061.50;1,402,596.00;18,534.50;737,483.50
Aug 19, 2021;Aug 20, 2021;1,374,688.25;1,397,376.75;22,688.50;946,417.00
Aug 20, 2021;Aug 21, 2021;1,320,080.50;1,337,294.50;17,214.00;1,072,895.25
Aug 21, 2021;Aug 22, 2021;1,120,065.50;1,137,992.50;17,927.00;867,262.25
Aug 22, 2021;Aug 23, 2021;1,063,806.00;1,093,253.25;29,447.25;728,285.75
Aug 23, 2021;Aug 24, 2021;1,342,039.25;1,361,223.00;19,183.75;937,902.25
Aug 24, 2021;Aug 25, 2021;1,355,428.25;1,381,832.00;26,403.75;988,813.50
Aug 25, 2021;Aug 26, 2021;1,370,096.00;1,402,649.75;32,553.75;808,226.50
Aug 26, 2021;Aug 27, 2021;1,374,393.50;1,393,497.50;19,104.00;853,658.25
Aug 27, 2021;Aug 28, 2021;1,345,068.50;1,371,072.75;26,004.25;847,102.75
Aug 28, 2021;Aug 29, 2021;1,150,050.00;1,164,123.00;14,073.00;759,275.50
Aug 29, 2021;Aug 30, 2021;1,095,537.75;1,119,431.75;23,894.00;756,591.25
Aug 30, 2021;Aug 31, 2021;1,374,715.50;1,394,445.75;19,730.25;992,630.00
Aug 31, 2021;Sep 1, 2021;1,401,463.50;1,429,722.75;28,259.25;1,010,775.50
Sep 1, 2021;Sep 2, 2021;1,380,291.00;1,409,164.50;28,873.50;1,068,217.75
Sep 2, 2021;Sep 3, 2021;1,357,884.75;1,376,865.00;18,980.25;1,055,555.00
Sep 3, 2021;Sep 4, 2021;1,346,116.25;1,367,966.75;21,850.50;971,528.25
Sep 4, 2021;Sep 5, 2021;1,144,008.50;1,170,344.25;26,335.75;866,420.75
Sep 5, 2021;Sep 6, 2021;1,067,481.25;1,109,532.50;42,051.25;725,280.50
Sep 6, 2021;Sep 7, 2021;1,322,295.25;1,338,897.75;16,602.50;1,067,815.75
Sep 7, 2021;Sep 8, 2021;1,360,184.50;1,383,176.75;22,992.25;1,137,961.50
Sep 8, 2021;Sep 9, 2021;1,374,800.00;1,406,112.00;31,312.00;1,028,009.75
Sep 9, 2021;Sep 10, 2021;1,385,913.25;1,410,784.00;24,870.75;1,045,568.50
Sep 10, 2021;Sep 11, 2021;1,365,039.25;1,389,233.75;24,194.50;1,107,662.00
Sep 11, 2021;Sep 12, 2021;1,154,883.75;1,171,307.75;16,424.00;872,819.50
Sep 12, 2021;Sep 13, 2021;1,090,092.25;1,133,622.75;43,530.50;739,686.75
Sep 13, 2021;Sep 14, 2021;1,338,102.00;1,354,669.00;16,567.00;1,079,546.50
Sep 14, 2021;Sep 15, 2021;1,377,876.25;1,398,551.50;20,675.25;1,083,456.75
Sep 15, 2021;Sep 16, 2021;1,420,064.50;1,445,521.00;25,456.50;1,131,417.50
Sep 16, 2021;Sep 17, 2021;1,418,990.50;1,442,593.50;23,603.00;983,301.25
Sep 17, 2021;Sep 18, 2021;1,369,068.25;1,391,879.00;22,810.75;1,098,596.00
Sep 18, 2021;Sep 19, 2021;1,173,739.25;1,197,959.75;24,220.50;920,017.50
Sep 19, 2021;Sep 20, 2021;1,086,137.75;1,128,494.50;42,356.75;761,243.75
Sep 20, 2021;Sep 21, 2021;1,342,256.50;1,361,713.75;19,457.25;1,179,512.50
Sep 21, 2021;Sep 22, 2021;1,384,880.50;1,417,540.00;32,659.50;1,086,077.50
Sep 22, 2021;Sep 23, 2021;1,393,951.75;1,421,965.00;28,013.25;1,036,876.00
Sep 23, 2021;Sep 24, 2021;1,445,504.25;1,489,178.00;43,673.75;635,209.50
Sep 24, 2021;Sep 25, 2021;1,421,032.75;1,454,530.50;33,497.75;808,289.75
Sep 25, 2021;Sep 26, 2021;1,194,149.00;1,227,216.50;33,067.50;877,212.25
Sep 26, 2021;Sep 27, 2021;1,111,163.00;1,152,175.50;41,012.50;843,905.00
Sep 27, 2021;Sep 28, 2021;1,393,390.25;1,419,906.50;26,516.25;1,035,258.25
Sep 28, 2021;Sep 29, 2021;1,396,660.25;1,422,133.50;25,473.25;1,139,676.75
Sep 29, 2021;Sep 30, 2021;1,440,163.00;1,477,585.75;37,422.75;883,260.25
Sep 30, 2021;Oct 1, 2021;1,448,041.75;1,489,588.50;41,546.75;658,259.75
Oct 1, 2021;Oct 2, 2021;1,426,776.25;1,464,147.75;37,371.50;673,308.50
Oct 2, 2021;Oct 3, 2021;1,212,766.00;1,242,783.00;30,017.00;666,129.75
Oct 3, 2021;Oct 4, 2021;1,191,211.75;1,242,355.25;51,143.50;383,871.50
Oct 4, 2021;Oct 5, 2021;1,395,192.75;1,414,543.75;19,351.00;989,107.75
Oct 5, 2021;Oct 6, 2021;1,445,784.75;1,475,837.00;30,052.25;1,024,002.00
Oct 6, 2021;Oct 7, 2021;1,442,242.25;1,480,785.00;38,542.75;988,647.50
Oct 7, 2021;Oct 8, 2021;1,414,740.00;1,435,022.75;20,282.75;1,260,766.00
Oct 8, 2021;Oct 9, 2021;1,385,602.50;1,404,567.25;18,964.75;1,106,521.75
Oct 9, 2021;Oct 10, 2021;1,200,441.50;1,235,761.25;35,319.75;766,144.25
Oct 10, 2021;Oct 11, 2021;1,146,501.25;1,182,192.50;35,691.25;831,072.25
Oct 11, 2021;Oct 12, 2021;1,446,874.75;1,469,149.00;22,274.25;984,343.00
